BacMet_ID	Gene_name	Accession	gene lentgh	Organism	Location	Compound
BAC0313	pmpM	Q9I3Y3	477	Only gram -ve, Pseudomonas aeruginosa	Chromosome	Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Ethidium Bromide [class: Phenanthridine], Tetraphenylphosphonium (TPP) [class: Quaternary Ammonium Compounds (QACs)], Acriflavine [class: Acridine]
BAC0312	pitA	P0AFJ7	499	Escherichia coli (strain K12)	Chromosome	Zinc (Zn), Tellurium (Te)
BAC0311	pgpA/ltpgpA	P21441	1548	Leishmania tarentolae (Sauroleishmania tarentolae)	Chromosome	Arsenic (As), Antimony (Sb)
BAC0310	perR	Q2G282	148	Staphylococcus aureus (strain NCTC 8325)	Chromosome	Hydrogen Peroxide (H2O2) [class: Peroxides]
BAC0309	pcoS	Q47457	466	Escherichia coli	Plasmid pRJ1004	Copper (Cu)
BAC0308	pcoR	Q47456	226	Escherichia coli	Plasmid pRJ1004	Copper (Cu)
BAC0307	pcoE	Q47459	144	Escherichia coli	Plasmid pRJ1004	Copper (Cu), Silver (Ag)
BAC0306	pcoD	Q47455	309	Escherichia coli	Plasmid pRJ1004	Copper (Cu)
BAC0305	pcoC	Q47454	126	Escherichia coli	Plasmid pRJ1004	Copper (Cu)
BAC0304	pcoB	Q47453	296	Escherichia coli	Plasmid pRJ1004	Copper (Cu)
BAC0303	pcoA	Q47452	605	Escherichia coli	Plasmid pRJ1004	Copper (Cu)
BAC0302	pbrT	Q5GR69	630	Alcaligenes xylosoxydans xylosoxydans	Plasmid pA81	Lead (Pb)
BAC0301	pbrR	D8IQ72	150	Herbaspirillum seropedicae (strain SmR1)	Plasmid pLVPK (Klebsiella pneumoniae), Plasmid pMOL30 (Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839))	Lead (Pb)
BAC0300	pbrD	Q1LAL8	289	Ralstonia metallidurans (strain CH34/ATCC 43123/DSM 2839)	Plasmid pMOL30 (Ralstonia metallidurans (strain CH34/ATCC 43123/DSM 2839))	Lead (Pb)
BAC0299	pbrB/pbrC	Q58AJ7	358	Ralstonia metallidurans (strain CH34/ATCC 43123/DSM 2839)	Plasmid pMOL30 (Ralstonia metallidurans (strain CH34/ATCC 43123/DSM 2839)), Plasmid pLVPK (Klebsiella pneumoniae)	Lead (Pb)
BAC0298	pbrA	Q58AJ6	799	Ralstonia metallidurans (strain CH34/ATCC 43123/DSM 2839)	Plasmid pMOL30 (Ralstonia metallidurans (strain CH34/ATCC 43123/DSM 2839), Plasmid pLVPK  (Klebsiella pneumoniae)	Lead (Pb)
BAC0297	PA0320	Q9I6H1	116	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)	Chromosome	Cadmium (Cd), Mercury (Hg), Tributyltin (TBT) [class: Organo-tin], Hydrogen Peroxide (H2O2) [class: Peroxides], Hydrochloric acid (HCl) [class: Acid]
BAC0296	ostA/lptD	P31554	784	Escherichia coli (strain K12)	Chromosome	n-hexane [class: Alkane]
BAC0295	oqxB	Q69HW2	1050	Escherichia coli	Plasmid pOLA52 (E. coli),	Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Clorine Dioxide (ClO2) [class: Halogens], Triclosan [class: Phenolic compounds], Cetrimide (CTM) [class: Quaternary Ammonium Compounds (QACs)], Chlorhexidine [class: Biguanides], Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Acriflavine [class: Acridine]
BAC0294	oqxA	Q69HW3	391	Escherichia coli	Plasmid p0LA52 (E. coli), Plasmid pGDGK3 (Klebsiella pneumoniae)	Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Clorine Dioxide (ClO2) [class: Halogens], Triclosan [class: Phenolic compounds], Cetrimide (CTM) [class: Quaternary Ammonium Compounds (QACs)], Chlorhexidine [class: Biguanides], Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Acriflavine [class: Acridine]
BAC0293	ruvB	B5L348	397	Pseudomonas corrugata 28	Chromosome	Chromium (Cr), Cetylpyridinium Chloride (CPC) [class: Quaternary Ammonium Compounds (QACs)], Dodine [class: Acetate], 2-nitroimidazole [class: imidazole]
BAC0292	oprM/oprK	Q51487	485	Pseudomonas aeruginosa	Chromosome	n-hexane [class: Alkane], p-xylene [class: Aromatic hydrocarbons]
BAC0291	cnrR/cnrX	P37975	479	Ralstonia metallidurans (strain CH34/ATCC 43123/DSM 2839)	Plasmid pMOL28 (Ralstonia metallidurans (strain CH34/ATCC 43123/DSM 2839))	Cobalt (Co), Nickel (Ni)
BAC0291	oprJ	Q51397	148	Pseudomonas aeruginosa (strain ATCC 15692/PAO1/1C/PRS 101/LMG 12228)	Chromosome	Triclosan [class: Phenolic compounds], n-hexane [class: Alkane], p-xylene [class: Aromatic hydrocarbons]
BAC0290	ompD/nmpC	P37592	362	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	Chromosome	Methyl Viologen [class: Paraquat]
BAC0289	nrsS	F7UKI4	454	Synechocystis sp. (strain PCC 6803 / GT-S)	Chromosome	Nickel (Ni)
BAC0288	nrsR	F7UKI5	234	Synechocystis sp. (strain PCC 6803 / GT-S)	Chromosome	Nickel (Ni)
BAC0287	nrsD/nreB	F7UKI9	445	Acinetobacter calcoaceticus (strain PHEA-2), Synechocystis sp. (strain PCC 6803 / Kazusa)	Chromosome	Nickel (Ni), Cobalt (Co)
BAC0286	nrsA	Q55935	1054	Synechocystis sp. (strain PCC 6803 / Kazusa)	Chromosome	Nickel (Ni)
BAC0285	nreB	F0KND8	416	Acromobacter xylosoxidans 31A, Synechocystis spp.	Plasmid pMOL30 (Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839)),	Cobalt (Co), Nickel (Ni)
BAC0284	norM/pmpM	Q9F5N7	462	Only gram -ve, N. gonorrhoeae, N. meningitidis, Burkholderia vietnamiensis	Chromosome	Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)]
BAC0283	norB	Q8NWQ5	463	Staphylococcus aureus (strain MW2)	Chromosome	Cetrimide (CTM) [class: Quaternary Ammonium Compounds (QACs)]
BAC0282	norA	P0A0J7	388	Staphylococcus aureus	Chromosome	Cetrimide (CTM) [class: Quaternary Ammonium Compounds (QACs)], Acriflavine [class: Acridine], Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Chlorhexidine [class: Biguanides], Crystal Violet [class: Triarylmethane], Dequalinium [class: Quaternary Ammonium Compounds (QACs)], Ethidium Bromide [class: Phenanthridine] , Pentamidine [class: Diamidine], Pyronin Y [class: Xanthene], Rhodamine 6G [class: Xanthene], Tetraphenylphosphonium (TPP) [class: Quaternary Ammonium Compounds (QACs)]
BAC0281	nmtR	O69711	120	Mycobacterium tuberculosis	Chromosome	Nickel (Ni), Cadmium (Cd), Lead (Pb)
BAC0280	nixA	Q48262	331	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	Plasmid pRHL2 (Rhodococcus sp. (strain RHA1))	Nickel (Ni)
BAC0279	nirD	Q6RUG0	164	Klebsiella oxytoca	Chromosome	Nickel (Ni)
BAC0278	nirC	Q6RUG1	307	Klebsiella oxytoca	Chromosome	Nickel (Ni)
BAC0277	nirB	Q6RUG2	89	Klebsiella oxytoca	Chromosome	Nickel (Ni)
BAC0276	nirA	Q6RUG3	356	Klebsiella oxytoca	Chromosome	Nickel (Ni)
BAC0275	nikR	P0A6Z6	133	Escherichia coli (strain K12)	Chromosome	Nickel (Ni)
BAC0274	nikE	P33594	268	Escherichia coli (strain K12)	Chromosome	Nickel (Ni)
BAC0273	nikD	P33593	254	Escherichia coli (strain K12)	Chromosome	Nickel (Ni)
BAC0272	nikC	P0AFA9	277	Escherichia coli (strain K12)	Chromosome	Nickel (Ni)
BAC0271	nikB	P33591	314	Escherichia coli (strain K12)	Chromosome	Nickel (Ni)
BAC0270	nikA	P33590	524	Escherichia coli (strain K12)	Chromosome	Nickel (Ni)
BAC0269	nia	Q92Z60	799	Sinorhizobium melitoli	Plasmid pSymA (Sinorhizobium melitoli)	Iron (Fe), Nickel (Ni)
BAC0268	nhlF	P96454	352	Rhodococcus rhodochrous	Chromosome	Cobalt (Co)
BAC0267	nczA	B8GZE9	1043	Caulobacter crescentus (strain NA1000 / CB15N)	Chromosome	Nickel (Ni), Cobalt (Co), Zinc (Zn)
BAC0266	ncrY	Q06VT0	140	Leptospirillum ferriphilum	Chromosome	Nickel (Ni)
BAC0265	ncrC	D5CKG5	376	Leptospirillum ferriphilum	Chromosome	Nickel (Ni)
BAC0264	ncrB	Q06VT2	89	Leptospirillum ferriphilum	Chromosome	Nickel (Ni)
BAC0263	ncrA	Q06VT3	432	Leptospirillum ferriphilum	Chromosome	Nickel (Ni)
BAC0262	mymT	P0CI28	53	Mycobacterium tuberculosis	Chromosome	Copper (Cu), Nickel (Ni), Zinc (Zn)
BAC0261	mtrR	P39897	210	Neisseria gonorrhoeae	Chromosome	Triton X-100 [class: Polyethylene glycol], Crystal Violet [class: Triarylmethane]
BAC0260	mtrF	B4RN92	533	Neisseria gonorrhoeae (strain NCCP11945)	Chromosome	Triton X-100 [class: Polyethylene glycol]
BAC0259	mtrE	B4RN86	467	Neisseria gonorrhoeae (strain NCCP11945)	Chromosome	Triton X-100 [class: Polyethylene glycol], Sodium Cholate [class: Acid]
BAC0258	mtrD	Q5F725	1067	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	Chromosome	Triton X-100 [class: Polyethylene glycol]
BAC0257	mtrC	P43505	412	Neisseria gonorrhoeae	Chromosome	Triton X-100 [class: Polyethylene glycol], Crystal Violet [class: Triarylmethane]
BAC0256	mtrA	Q9WW32	301	Neisseria gonorrhoeae	Chromosome	Triton X-100 [class: Polyethylene glycol]
BAC0255	mreA	Q88IN0	95	Pseudomonas putida (strain KT2440)	Chromosome	Nickel (Ni), Zinc (Zn)
BAC0254	mrdH	Q88IN1	377	Pseudomonas putida (strain KT2440)	Plasmid pWW0 (Pseudomonas putida (Arthrobacter siderocapsulatus))	Nickel (Ni), Cadmium (Cd), Zinc (Zn), Cobalt (Co)
BAC0253	mntR	P0A9F1	155	Escherichia coli	Chromosome	Manganese (Mn), Magnesium (Mg)
BAC0252	mntP/yebN	P76264	188	Escherichia coli K-12	Chromosome	Manganese (Mn), Magnesium (Mg), Methyl Viologen [class: Paraquat], Hydrogen Peroxide (H2O2) [class: Peroxides]
BAC0251	mntH/yfeP	P0A769	412	Escherichia coli (strain K12)	Chromosome	Manganese (Mn), Iron (Fe), Cadmium (Cd), Cobalt (Co), Zinc (Zn)
BAC0250	mntA/ytgA	O34385	306	Bacillus subtilis (strain 168)	Chromosome	Manganese (Mn), Cadmium (Cd)
BAC0249	mmR	P69926	107	Mycobacterium tuberculosis	Chromosome	Tetraphenylphosphonium (TPP) [class: Quaternary Ammonium Compounds (QACs)], Acriflavine [class: Acridine], Ethidium Bromide [class: Phenanthridine], Safranin O [class: Azin], Pyronin Y [class: Xanthene]
BAC0248	mexY	Q9ZNG8	1046	Pseudomonas aeruginosa	Chromosome	Ethidium Bromide [class: Phenanthridine]
BAC0247	mexX	Q9ZNG9	389	Pseudomonas aeruginosa	Chromosome	Ethidium Bromide [class: Phenanthridine]
BAC0246	mexW	Q9HW27	1018	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)	Chromosome	Ethidium Bromide [class: Phenanthridine], Acriflavine [class: Acridine]
BAC0245	mexV	Q9HW28	376	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)	Chromosome	Ethidium Bromide [class: Phenanthridine], Acriflavine [class: Acridine]
BAC0244	mexT	O87785	304	Pseudomonas aeruginosa	Chromosome	Triclosan [class: Phenolic compounds]
BAC0243	mexR	P52003	147	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)	Chromosome	Triclosan [class: Phenolic compounds]
BAC0242	mexK	Q9HXW4	1025	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)	Chromosome	Triclosan [class: Phenolic compounds]
BAC0241	mexJ	Q9HXW3	367	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)	Chromosome	Triclosan [class: Phenolic compounds]
BAC0240	mexI	Q9HWH4	1029	Pseudomonas aeruginosa 138244	Chromosome	Vanadium (V), Triclosan [class: Phenolic compounds]
BAC0239	mexF	Q4KBN7	1059	Pseudomonas fluorescens (strain Pf-5/ATCC BAA-477)	Chromosome	Triclosan [class: Phenolic compounds], n-hexane [class: Alkane], p-xylene [class: Aromatic hydrocarbons]
BAC0238	mexE	Q1IB41	413	Pseudomonas entomophila (strain L48)	Chromosome	Triclosan [class: Phenolic compounds], n-hexane [class: Alkane], p-xylene [class: Aromatic hydrocarbons]
BAC0237	mexD	Q51396	1043	Pseudomonas aeruginosa	Chromosome	Triclosan [class: Phenolic compounds], n-hexane [class: Alkane], p-xylene [class: Aromatic hydrocarbons]
BAC0236	mexC	Q51395	387	Pseudomonas aeruginosa	Chromosome	Triclosan [class: Phenolic compounds], n-hexane [class: Alkane], p-xylene [class: Aromatic hydrocarbons]
BAC0235	mexB	P52002	1046	Pseudomonas aeruginosa (strain ATCC 15692/PAO1/1C/PRS 101/LMG 12228)	Chromosome	Triclosan [class: Phenolic compounds], n-hexane [class: Alkane], p-xylene [class: Aromatic hydrocarbons]
BAC0234	mexA	P52477	383	Pseudomonas aeruginosa (strain ATCC 15692/PAO1/1C/PRS 101/LMG 12228)	Chromosome	Triclosan [class: Phenolic compounds], n-hexane [class: Alkane], p-xylene [class: Aromatic hydrocarbons]
BAC0233	merT	P94185	116	Alcaligenes sp.	Plasmid IncHI2, pMER610 (Alcaligenes spp.)	Mercury (Hg)
BAC0232	merR	P0A183	144	Pseudomonas aeruginosa	Plasmid pVS1 (Pseudomonas aeruginosa)	Mercury (Hg)
BAC0231	merP	P13113	91	Serratia marcescens	Plasmid pDU1358 (Serratia marcescens)	Mercury (Hg)
BAC0230	merH	B2I419	171	Mycobacterium marinum (strain ATCC BAA-535 / M)	Plasmid pMM23 (Mycobacterium marinum), Plasmid pMAB (Mycobacterium abscessus (strain ATCC 19977 / DSM 44196))	Mercury (Hg)
BAC0229	merG	O07302	217	Pseudomonas sp. K-62	Plasmid pMR26 (Pseudomonas sp. K-62), Plasmid pIJB1 (Burkholderia cepacia (Pseudomonas cepacia))	Mercury (Hg), Phenylmercury Acetate [class: Organo-mercury]
BAC0228	merF	Q2QCN0	81	Pseudomonas sp. CT14 	Plasmid pMER327/419 (Pseudomonas fluorescens), Plasmid pECL_A (Enterobacter cloacae subsp. cloacae (strain ATCC 13047 / DSM 30054 / NBRC 13535 / NCDC 279-56))	Mercury (Hg)
BAC0227	merD	P06689	121	Pseudomonas aeruginosa	Plasmid pVS1	Mercury (Hg)
BAC0226	merC	P22905	144	Thiobacillus ferrooxidans (Acidithiobacillus ferrooxidans)	Chromosome	Mercury (Hg)
BAC0224	merA	P16171	631	Bacillus cereus R6007	Chromosome	Mercury (Hg), Phenylmercury Acetate [class: Organo-mercury]
BAC0223	mepC	P0C071	484	Pseudomonas putida	Chromosome	Toluene [class: Aromatic hydrocarbons] [class: Aromatic hydrocarbons], n-hexane [class: Alkane]
BAC0222	mepB	P0C070	1050	Pseudomonas putida	Chromosome	Toluene [class: Aromatic hydrocarbons], n-hexane [class: Alkane]
BAC0221	mepA	Q7A7N0	451	Only gram +ve, Staphylococcus aureus	Chromosome	Chlorhexidine [class: Biguanides], Ethidium Bromide [class: Phenanthridine], Tetraphenylphosphonium (TPP) [class: Quaternary Ammonium Compounds (QACs)],  Acriflavine [class: Acridine], Rhodamine 6G [class: Xanthene], Dequalinium [class: Quaternary Ammonium Compounds (QACs)], Pentadiamine [class: Diamidine], Trimethylamine-diphenylhexatriene (TMA-DPH) [class: Diphenylhexatriene], Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Cetrimide (CTM) [class: Quaternary Ammonium Compounds (QACs)], Crystal Violet [class: Triarylmethane], Pyronin Y [class: Xanthene]
BAC0220	mdtN/yjcR	P32716	343	Escherichia coli (strain K12)	Chromosome	Acriflavine [class: Acridine], Tetraphenylarsonium (TPA) [class: Quaternary Ammonium Compounds (QACs)]
BAC0219	mdtM/yjiO	P39386	410	Escherichia coli (strain K12)	Chromosome	Tetraphenylphosphonium (TPP) [class: Quaternary Ammonium Compounds (QACs)], Ethidium Bromide [class: Phenanthridine], Acriflavine [class: Acridine], Tetraphenylarsonium (TPA) [class: Quaternary Ammonium Compounds (QACs)]
BAC0218	mdtK/ydhE	P37340	457	Escherichia coli (strain K12)	Chromosome	Tetraphenylphosphonium (TPP) [class: Quaternary Ammonium Compounds (QACs)], Sodium Deoxycholate (SDC) [class: Acid], Ethidium Bromide [class: Phenanthridine], Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Acriflavine [class: Acridine]
BAC0217	mdtJ/ebrB/ydgF	Q3Z1V3	121	Shigella sonnei (strain Ss046)	Chromosome	Spermidine [class: Polyamines]
BAC0216	mdtI/ydgE	P69210	109	Escherichia coli (strain K12)	Chromosome	Sodium Deoxycholate (SDC) [class: Acid], Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Spermidine [class: Polyamines]
BAC0215	mdtG/yceE	P25744	408	Escherichia coli (strain K12)	Chromosome	Sodium Deoxycholate (SDC) [class: Acid]
BAC0214	mdtF/yhiV	P37637	1037	Escherichia coli (strain K12)	Chromosome	Crystal Violet [class: Triarylmethane], Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Tetraphenylphosphonium (TPP) [class: Quaternary Ammonium Compounds (QACs)], Sodium Deoxycholate (SDC) [class: Acid], Rhodamine 6G [class: Xanthene], Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)]
BAC0213	mdtE/yhiU	P37636	385	Escherichia coli (strain K12)	Chromosome	Crystal Violet [class: Triarylmethane], Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Tetraphenylphosphonium (TPP) [class: Quaternary Ammonium Compounds (QACs)], Sodium Deoxycholate (SDC) [class: Acid], Rhodamine 6G [class: Xanthene], Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)]
BAC0212	mdtC/yegO	P76399	1025	Escherichia coli (strain K12)	Chromosome	Sodium Deoxycholate (SDC) [class: Acid]
BAC0211	mdtB/yegN	P76398	1040	Escherichia coli (strain K12)	Chromosome	Sodium Deoxycholate (SDC) [class: Acid], Hydrochloric acid (HCl) [class: Acid]
BAC0210	mdtA/yegM	P76397	415	Escherichia coli (strain K12)	Chromosome	Sodium Deoxycholate (SDC) [class: Acid]
BAC0209	mdrL/yfmO	Q9X769	397	Listeria monocytogenes	Chromosome	Zinc (Zn), Cobalt (Cobalt), Chromium (Cr), Ethidium Bromide [class: Phenanthridine], Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)]
BAC0208	mdfA/cmr	P0AEY8	410	Only gram -ve, E. coli (Strain K12)	Chromosome	Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Ethidium Bromide [class: Phenanthridine], Acriflavine [class: Acridine], Tetraphenylphosphonium (TPP) [class: Quaternary Ammonium Compounds (QACs)], Sodium Hydroxide (NaOH) [class: Base], Rhodamine 6G [class: Xanthene]
BAC0207	mdeA	P13254	398	Pseudomonas putida (Arthrobacter siderocapsulatus)	Chromosome	Cetrimide (CTM) [class: Quaternary Ammonium Compounds (QACs)], Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Hoechst 33342 [class: Bisbenzimide], Ethidium Bromide [class: Phenanthridine], Rhodamine 6G [class: Xanthene], Acriflavine [class: Acridine], Tetraphenylphosphonium (TPP) [class: Quaternary Ammonium Compounds (QACs)], Chlorhexidine [class: Biguanides], Crystal Violet [class: Triarylmethane], Dequalinium [class: Quaternary Ammonium Compounds (QACs)], Pentamidine [class: Diamidine], Pyronin Y [class: Xanthene]
BAC0206	mctB	P64883	314	Mycobacterium tuberculosis	Chromosome	Copper (Cu)
BAC0205	mco	Q69HT9	447	Staphylococcus aureus	Chromosome	Copper (Cu), Cobalt (Co)
BAC0204	cnrB	P37973	395	Ralstonia metallidurans (strain CH34/ATCC 43123/DSM 2839)	Plasmid pMOL28 (Ralstonia metallidurans (strain CH34/ATCC 43123/DSM 2839))	Cobalt (Co), Nickel (Ni)
BAC0203	cnrA	P37972	1076	Ralstonia metallidurans (strain CH34/ATCC 43123/DSM 2839)	Plasmid pMOL28 (Ralstonia metallidurans (strain CH34/ATCC 43123/DSM 2839))	Cobalt (Co), Nickel (Ni)
BAC0202	lde	G2JVL2	402	Listeria monocytogenes	Chromosome	Acridine Orange [class: Acridine], Ethidium Bromide [class: Phenanthridine]
BAC0201	kmtR	O53838	130	Mycobacterium tuberculosis	Chromosome	Nickel (Ni), Cobalt (Co)
BAC0200	klaC/telB	Q52329	317	Escherichia coli	Plasmid IncP-alpha RK2 (E. coli), Plasmid pBS228 (Pseudomonas aeruginosa)	Tellurium (Te)
BAC0199	klaB/telA/kilB	Q52328	378	Escherichia coli	Plasmid IncP-alpha RK2 (E. coli), Plasmid pBS228 (Pseudomonas aeruginosa)	Tellurium (Te)
BAC0198	irlS	O31396	464	Burkholderia pseudomallei (strain K96243)	Chromosome	Cadmium (Cd), Zinc (Zn)
BAC0197	irlR	O31395	229	Burkholderia pseudomallei (strain K96243)	Chromosome	Cadmium (Cd), Zinc (Zn)
BAC0196	iclR	P16528	274	Escherichia coli (strain K12)	Chromosome	Sodium acetate [class: Acetate]
BAC0195	ibpB	P0C058	142	Escherichia coli (strain K12)	Chromosome	Hydrogen Peroxide (H2O2) [class: Peroxides]
BAC0194	ibpA	P0C054	137	Escherichia coli (strain K12)	Chromosome	Hydrogen Peroxide (H2O2) [class: Peroxides]
BAC0193	hupN	Q43955	108	Azotobacter chroococcum mcd 1	Chromosome	Nickel (Ni)
BAC0192	hsmR	B0R6K7	112	Halobacterium salinarum (strain ATCC 29341 / DSM 671 / R1)	Chromosome	Ethidium Bromide [class: Phenanthridine], Acriflavine [class: Acridine], Tetraphenylphosphonium (TPP) [class: Quaternary Ammonium Compounds (QACs)]
BAC0191	hoxN	P23516	351	Cupriavidus necator (strain ATCC 17699 / H16 / DSM 428 / Stanier 337) (Ralstonia eutropha)	Plasmid megaplasmid pHG1 (Cupriavidus necator (strain ATCC 17699 / H16 / DSM 428 / Stanier 337) (Ralstonia eutropha)),	Nickel (Ni)
BAC0190	hmrR	Q9X5X4	147	Sinorhizobium medicae (strain WSM419) (Ensifer medicae), Plasmid pSymA (Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti))	Plasmid pSMED01	Copper (Cu), Hydrochloric acid (HCl) [class: Acid]
BAC0189	hmrM	P45272	464	Haemophilus influenzae	Chromosome	Acriflavine [class: Acridine], 4,6-diamidino-2-phenylindole (DAPI) [class: Diamidine], Ethidium Bromide [class: Phenanthridine], Tetraphenylphosphonium (TPP) [class: Quaternary Ammonium Compounds (QACs)], Sodium Deoxycholate (SDC) [class: Acid], Hoechst 33342 [class: Bisbenzimide]
BAC0188	hefC	B6JLJ0	1028	Helicobacter pylori (strain P12)	Chromosome	Hydrochloric acid (HCl) [class: Acid]
BAC0187	hefA	B6JLI8	477	Helicobacter pylori (strain P12)	Chromosome	Hydrochloric acid (HCl) [class: Acid]
BAC0186	hdeB/yhiC	P0AET2	108	Escherichia coli (strain K12)	Chromosome	Hydrochloric acid (HCl) [class: Acid]
BAC0185	hdeA/yhiB	P0AES9	110	Escherichia coli (strain K12)	Chromosome	Hydrochloric acid (HCl) [class: Acid]
BAC0184	hasF	Q6GW09	505	Serratia marcescens	Chromosome	Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Ethidium Bromide [class: Phenanthridine]
BAC0183	golT	Q8ZRG7	762	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	Chromosome	Copper (Cu), Gold (Au)
BAC0182	golS	Q8ZRG6	154	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	Chromosome	Gold (Au)
BAC0181	glpF	P0AER0	281	Escherichia coli (strain K12)	Chromosome	Antimony (Sb), Arsenic (As), Glycerol [class: Alcohol]
BAC0180	gesC	Q8ZRH0	503	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	Chromosome	Gold (Au), Methylene Blue [class: Thiazinium], Crystal Violet [class: Triarylmethane]
BAC0179	gesB	Q8ZRG9	1055	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	Chromosome	Gold (Au), Methylene Blue [class: Thiazinium], Crystal Violet [class: Triarylmethane]
BAC0178	gesA	Q8ZRG8	408	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	Chromosome	Gold (Au), Methylene Blue [class: Thiazinium], Crystal Violet [class: Triarylmethane]
BAC0177	gadX	P37639	274	Escherichia coli (strain K12)	Chromosome	Hydrochloric acid (HCl) [class: Acid], Rhodamine 6G [class: Xanthene], Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate]
BAC0176	gadW/yhiW	P63201	242	Escherichia coli (strain K12)	Chromosome	Hydrochloric acid (HCl) [class: Acid]
BAC0175	gadE/yhiE	P63204	175	Escherichia coli (strain K12)	Chromosome	Hydrochloric acid (HCl) [class: Acid]
BAC0174	gadC/xasA	P63235	511	Escherichia coli (strain K12)	Chromosome	Hydrochloric acid (HCl) [class: Acid]
BAC0173	gadB	P69910	466	Escherichia coli (strain K12)	Chromosome	Hydrochloric acid (HCl) [class: Acid]
BAC0172	gadA	P69908	466	Escherichia coli (strain K12)	Chromosome	Hydrochloric acid (HCl) [class: Acid]
BAC0171	furA	P0A582	147	Mycobacterium tuberculosis	Chromosome	Iron (Fe)
BAC0170	frnE	Q9RWK7	252	Deinococcus radiodurans	Chromosome	Cadmium (Cd), Hydrogen Peroxide (H2O2) [class: Peroxides]
BAC0169	fpvA	P48632	815	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)	Chromosome	Manganese (Mn), Iron (Fe), Cobalt (Co), Zinc (Zn), Nickel (Ni), Copper (Cu), Cadmium (Cd), Gallium (Ga)
BAC0168	fptA	P42512	720	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)	Chromosome	Iron (Fe), Cobalt (Co), Nickel (Ni), Gallium (Ga)
BAC0167	fieF/yiip	P69380	300	Escherichia coli (strain K12)	Chromosome	Iron (Fe), Zinc (Zn), Cobalt (Co), Cadmium (Cd), Nickel (Ni)
BAC0166	fetB/ybbM	P77307	259	Escherichia coli (strain K12)	Chromosome	Iron (Fe), Hydrogen Peroxide (H2O2) [class: Peroxides]
BAC0165	fetA/ybbL	P77279	225	Escherichia coli (strain K12)	Chromosome	Iron (Fe), Hydrogen Peroxide (H2O2) [class: Peroxides]
BAC0164	fecE	P15031	255	Escherichia coli (strain K12)	Chromosome	Nickel (Ni), Cobalt (Co)
BAC0163	fecD	P15029	318	Escherichia coli (strain K12)	Chromosome	Nickel (Ni), Cobalt (Co)
BAC0162	fbpC	P44513	356	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	Chromosome	Iron (Fe), Gallium (Ga)
BAC0161	fbpB	P71338	506	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	Chromosome	Iron (Fe), Gallium (Ga)
